answer_text,word_count,dream_entry_title,date,respondent,survey,"Sex Assigned at Birth","Typical Dreams: Falling","Age Range",Age,"ZIP Code","Income Tier","Income (values)",Race/Ethnicity,"Education Level","Education Level (values)","Race/Ethnicity (values)",Region,"College Degree","Race Recode","Political Ideology","Political Ideology 2","Religious Affiliation A","Born Again Christian","Marital status","Marital Status A",<none>,"Coffee drinkers at home","<BR>Do you or anyone in your household brew any of the coffee consumed at home on a Keurig single brew (k-cup) machine?","Religious Worship A","Tea Party Views","Passport Ownership","US State of Residence",ID,"Political Party x Race/Ethnicity","Marital Status & Gender",TIME,Total,"Would you be interested in speaking with a reporter about the results of this survey?","More Spiritual Than Religious","Insomnia Nights Per Week A",Likelihood,"Ideology Recoded","Typical Dreams: Flying",DATE1,DATE2,Generation,"Earliest Remembered Dream: Recurrent","2008 President","Hours of sleep per night","Typical Dreams: Sexual","Parent of a young child","Would you be interested in participating in an interactive online focus group in the future?","Sexual Dreams Before Waking Sexual Activity","Typical Dreams: Just Like Waking Life","Typical Dreams: Awareness","Typical Dreams: Control","Most Recent Dream: Recurrent","Worst Nightmare: Recurrent",Registered,"2008 Presidential Vote","Political Party","Dream Recall","2008 results","Nightmare Recall",Party,"Talking About Dreams","Typical Dreams: Visitation","Typical Dreams: Being Chased or Attacked","Race/Ethnicity D"
"I was in a hospital waiting to be executed. I could see the firing squad outside my window. I was executed (did not visualize) and reincarnated. I was explaining this to the church congregation when a frightening wind swept through the church. I knew it was the Holy Spirit telling me that I should not be talking about reincarnation because I'm a Christian.",63,"Dream Text: Worst Nightmare",2010-08-03T05:15:10+00:00,zogby_052110:41176,"2010 Demographic Survey",Female,No,50-64,45-64,95037,"Low income",$25-35K,White,"High School Degree",HSGrad,White,West,"No College Degree",1,Cons,7,Protestant,Yes,D/W/S,Divorced/separated,63.00,Yes,Yes,Weekly,"Very important",No/NS,California,"402,209","White Rep","Other Female","8,536",Total,Yes,Yes,1,"Very likely",Conservative,No,23,23,Woodstockers,Yes,McCain,6.5,No,No,,,"Not sure",Yes,No,Yes,No,Yes,McCain,Republican,"Almost every morning or more often",McCain,"Two or three times a month",Republican,"Two or three times a month",Yes,No,No/NS
"Sorry, too personal. No comment.",5,"Dream Text: Worst Nightmare",2010-08-03T05:14:25+00:00,zogby_052110:35252,"2010 Demographic Survey",Male,No,50-64,45-64,63126,"Low income",$25-35K,White,"Some College",SomeCol,White,Midwest,"No College Degree",1,Lib,2,Other/None,,Single,"Single, never married",52.00,Yes,No,Weekly,"Not Important",No/NS,Missouri,"927,125","White Dem","Other Male","9,677",Total,Yes,Yes,1,"Very likely",Liberal,No,23,23,Woodstockers,No,Obama,7.5,Yes,No,,Yes,Yes,Yes,No,No,No,Yes,Obama,Democratic,"Several times a week",Obama,"Two or three times a month",Democratic,"Less than once a month",Yes,No,No/NS
"I was running from some kind of ""devil"" that had gnashing teeth and it was about to catch me and Jesus appeared between me and it and put his hand out and said NO you can't have her she's mine. The devil vanished",43,"Dream Text: Worst Nightmare",2010-08-03T05:14:33+00:00,zogby_052110:36331,"2010 Demographic Survey",Female,Yes,35-49,45-64,37722,"Low income","< $25K",White,"High School Degree",HSGrad,White,Midwest,"No College Degree",1,,4,Other/None,,D/W/S,Divorced/separated,45.00,Yes,No,Never,"Not Important",No/NS,Tennessee,"1,081,993",,"Other Female","10,368",Total,"Not sure",Yes,7,"Not likely",,No,23,23,Nikes,,Other,"5 or less",Yes,No,,Yes,No,Yes,No,No,No,No,"Did not vote","Not sure","Several times a week",Other,"Two or three times a month",NS,"About once a week",Yes,Yes,No/NS
same,1,"Dream Text: Worst Nightmare",2010-08-03T05:13:02+00:00,zogby_052110:25462,"2010 Demographic Survey",Male,Yes,65+,65+,93906,"Middle income",$50-75K,Other,"College Degree",Col+,Other,West,"College Degree+",0,Lib,2,Other/None,,Married,Married,70.00,Yes,No,Weekly,"Not Important",Yes,California,"1,028,345",Other,"Married Male","10,707",Total,"Not sure",No,1,"Very likely",Liberal,Yes,23,23,Privates,Yes,Obama,7,Yes,No,,No,Yes,Yes,No,,Yes,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,Yes,No/NS
"I sometimes dream of my time in Desert Storm or in Berlin 1989.",13,"Dream Text: Worst Nightmare",2010-08-03T05:12:38+00:00,zogby_052110:19982,"2010 Demographic Survey",Male,No,35-49,30-44,77304,"Upper-middle income",$75-100K,"Hispanic or Latino","College Degree",Col+,Hisp,South,"College Degree+",2,Cons,8,Catholic,,Single,"Single, never married",44.00,Yes,No,Rarely,"Somewhat important",Yes,Texas,"1,193,100","Hisp Rep","Other Male","11,517",Total,"Not sure",Yes,2,"Very likely",Conservative,No,23,23,Nikes,No,McCain,6.5,No,No,,,No,Yes,Yes,,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Several times a week",Republican,Never,Yes,No,Yes
"Was in a gun fight(defensive),I had to kill a man. Very stressful dream.",15,"Dream Text: Worst Nightmare",2010-08-03T05:13:59+00:00,zogby_052110:32162,"2010 Demographic Survey",Male,No,50-64,45-64,"Refused to answer","Upper-middle income",$75-100K,White,"High School Degree",HSGrad,White,South,"No College Degree",1,Cons,8,Protestant,Yes,Married,Married,56.00,Yes,No,,"Very important",Yes,"North Carolina","1,046,993","White Ind","Married Male","12,648",Total,No,Yes,0,"Very likely",Conservative,Yes,23,23,Woodstockers,No,Other,6.5,Yes,No,,Yes,Yes,No,No,,No,Yes,"Someone else",Constitution,"Less often than once a month",Other,Never,Independent,"Not sure",Yes,"Not sure",No/NS
"My teeth falling out, with no help from me",9,"Dream Text: Worst Nightmare",2010-08-03T05:16:18+00:00,zogby_052110:49533,"2010 Demographic Survey",Male,No,65+,65+,33143,"Upper-middle income",$75-100K,White,"Some College",SomeCol,White,South,"No College Degree",1,Cons,8,Catholic,,Married,Married,70.00,Yes,No,Holidays,"Somewhat important",Yes,Florida,"15,473","White Rep","Married Male","12,839",Total,"Not sure",Yes,1,"Very likely",Conservative,No,23,23,Privates,No,McCain,6.5,Yes,No,,No,No,Yes,No,,No,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,"Less than once a month",Yes,No,No/NS
"Sister i n a cave and needing help and I couldn't get to her to help her.",17,"Dream Text: Worst Nightmare",2010-08-03T05:14:49+00:00,zogby_052110:38312,"2010 Demographic Survey",Female,Yes,65+,65+,92264,"Middle income",$50-75K,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,8,Protestant,Yes,Married,Married,76.00,Yes,No,Weekly,"Somewhat important",Yes,California,"904,907","White Rep","Married Female","13,669",Total,No,No,3,"Very likely",Conservative,Yes,23,23,Privates,,McCain,"5 or less",Yes,No,,No,Yes,Yes,No,,No,Yes,McCain,Republican,"Several times a week",McCain,"Several times a week",Republican,"Less than once a month",Yes,Yes,No/NS
"Being locked out of a final exam in college because I was late for the exam.",16,"Dream Text: Worst Nightmare",2010-08-03T05:16:12+00:00,zogby_052110:48908,"2010 Demographic Survey",Male,Yes,50-64,45-64,53122,"Middle income",$50-75K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Libert,7,Other/None,,Married,Married,60.00,Yes,"Not sure",Rarely,"Somewhat important",No/NS,Wisconsin,"971,085","White Ind","Married Male","14,295",Total,No,No,1,"Very likely",Libert,Yes,23,23,Woodstockers,,McCain,"5 or less",Yes,No,,Yes,No,"Not sure",No,,No,Yes,McCain,Independent/unenrolled/Unaffiliated,Never,McCain,Never,Independent,Never,No,Yes,No/NS
"Being chased by nebulous figures",5,"Dream Text: Worst Nightmare",2010-08-03T05:15:13+00:00,zogby_052110:41570,"2010 Demographic Survey",Female,No,50-64,45-64,86001,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,2,Other/None,,D/W/S,Widowed,55.00,No,No,Never,"Not Important",Yes,Arizona,"353,699","White Ind","Other Female","15,379",Total,Yes,"NS/not religious or spiritual",0,"Very likely",Liberal,No,23,23,Woodstockers,No,Obama,8.5,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Obama,"Less than once a month",Independent,Never,No,No,No/NS
"being hunted by a very clever killer and I couldn't find a hiding place.",14,"Dream Text: Worst Nightmare",2010-08-03T05:13:16+00:00,zogby_052110:27227,"2010 Demographic Survey",Female,Yes,25-34,30-44,88011,"Low income","< $25K",White,"College Degree",Col+,White,West,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Single,"Single, never married",0.60,No,No,Rarely,"Not Important",No/NS,"New Mexico","1,033,035","White Dem","Other Female","16,365",Total,No,Yes,1,"Very likely",Liberal,Yes,23,23,Nikes,Yes,Obama,8.5,Yes,No,,No,Yes,Yes,Yes,,Yes,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,Yes,No/NS
"Although this dream began as a nightmare, it had a good ending. I'm walking alone at night in an industrial area that is unfamiliar. Rather than walking on a sidewalk with paved streets and light posts, I'm walking between unlit warehouses on either side of me. Then I'm suddenly inside a large building that's similar to an enclosed parking garage--that is, it's made of cement and has a low ceiling. Rather than cars, there are stacks of boxes and crates scattered around. When I see the shadows of two or more workers moving about, I believe it's dangerous, so I hide behind some boxes. Every once in a while, I can see a worker's face--a grotesque face one sees on Halloween masks, not the face of a human. I am very scared and try to sneak away without being discovered but someone--or something--dressed in dark clothes is following me. No matter which way I go, I can't find an exit nor shake whoever is behind me. Then I run inside a theater--I have no idea how I got there! All I know is the stage and seats are to my right, a wall to my left, stairs in front, and something awful chasing me from behind. So I run up the steps all the way to the top, but when I start to turn right and run between the row of seats, I stop and turn around to look at what's chasing me. Instead of a monster, it's an androgynous-looking human being who isn't frightening at all. The face appears to be similar to mine, is beautiful, and I'm no longer afraid. Though I can't articulate the experience, I sensed some truth about myself and/or life.",293,"Dream Text: Worst Nightmare",2010-08-03T05:12:30+00:00,zogby_052110:17297,"2010 Demographic Survey",Female,"Not sure",50-64,45-64,95991,"Upper-middle income",$75-100K,"Hispanic or Latino","College Degree",Col+,Hisp,West,"College Degree+",2,Prog,2,Other/None,,D/W/S,Divorced/separated,63.00,Yes,No,Never,"Not Important",Yes,California,"903,917","Hisp Dem","Other Female","17,975",Total,Yes,No,0,"Very likely",Liberal,Yes,23,23,Woodstockers,,Obama,6,Yes,No,,"Not sure",Yes,Yes,Yes,Yes,No,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,"Two or three times a month",No,Yes,Yes
"trapped in an old house",5,"Dream Text: Worst Nightmare",2010-08-03T05:15:43+00:00,zogby_052110:44835,"2010 Demographic Survey",Male,No,50-64,45-64,14420,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Libert,7,Protestant,Yes,Married,Married,63.00,Yes,Yes,1-2/Mo,"Not Important",Yes,"New York","931,899","White Rep","Married Male","18,602",Total,"Not sure","NS/not religious or spiritual",4,"Very likely",Libert,No,23,23,Woodstockers,,McCain,7,No,No,,,"Not sure",No,No,Yes,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Several times a week",Republican,"Two or three times a month",Yes,No,No/NS
"being chased and then falling",5,"Dream Text: Worst Nightmare",2010-08-03T05:14:56+00:00,zogby_052110:39276,"2010 Demographic Survey",Female,Yes,50-64,45-64,37205,"High income",$100+,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Lib,2,Catholic,,Married,Married,52.00,Yes,No,1-2/Mo,"Very important",Yes,Tennessee,"893,721","White Ind","Married Female","18,813",Total,No,No,1,"Very likely",Liberal,"Not sure",23,23,Woodstockers,,Obama,6,Yes,No,,Yes,Yes,Yes,No,,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Obama,"Less than once a month",Independent,Never,Yes,Yes,No/NS
"Being chased and unable to escape",6,"Dream Text: Worst Nightmare",2010-08-03T05:16:03+00:00,zogby_052110:47577,"2010 Demographic Survey",Female,Yes,50-64,45-64,11768,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Married,Married,55.00,Yes,Yes,Never,"Not Important",Yes,"New York","919,033","White Ind","Married Female","21,438",Total,No,Yes,0,"Very likely",Liberal,Yes,23,23,Woodstockers,,Obama,7,Yes,No,,No,No,Yes,No,,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Two or three times a month",Independent,"Two or three times a month",Yes,No,No/NS
"I cannot remember any specific ones, but they all involve falling of one kind or another - and they usually wake me up. I am afraid of heights.",27,"Dream Text: Worst Nightmare",2010-08-03T05:14:00+00:00,zogby_052110:32340,"2010 Demographic Survey",Female,Yes,65+,65+,15209,"High income",$100+,White,"High School Degree",HSGrad,White,Northeast,"No College Degree",1,Cons,8,Catholic,,Married,Married,66.00,Yes,No,Rarely,"Somewhat important",No/NS,Pennsylvania,"961,229","White Rep","Married Female","21,609",Total,"Not sure",No,0,"Very likely",Conservative,No,23,23,Privates,No,McCain,7.5,No,No,,,Yes,No,No,,No,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,"Less than once a month",No,No,No/NS
"Having another child.",3,"Dream Text: Worst Nightmare",2010-08-03T05:14:06+00:00,zogby_052110:32953,"2010 Demographic Survey",Female,No,65+,65+,7834,"Low-middle income",$35-50K,White,"High School Degree",HSGrad,White,Northeast,"No College Degree",1,VCons,"Extremely conservative",Protestant,No/NS,Married,Married,72.00,Yes,No,Holidays,"Not sure",No/NS,"New Jersey","1,010,397","White Ind","Married Female","22,327",Total,No,Yes,1,"Very likely",Conservative,No,23,23,Privates,,Obama,7.5,No,No,,,Yes,Yes,No,Yes,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Less often than once a month",Obama,"Less than once a month",Independent,"Less than once a month",No,No,No/NS
"I used to have nightmares about my boyfriend, who was working in Iraq as a civilian contractor and me fighting. They were brutal fights, and I would wake up crying, sweating, etc. I haven't had that nightmare in quite a while.",41,"Dream Text: Worst Nightmare",2010-08-03T05:14:41+00:00,zogby_052110:37315,"2010 Demographic Survey",Female,Yes,50-64,45-64,1040,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Lib,3,Catholic,,D/W/S,Divorced/separated,54.00,No,No,Rarely,"Not Important",Yes,Massachusetts,"1,016,949","White Dem","Other Female","22,546",Total,No,Yes,2,"Very likely",Liberal,Yes,23,23,Woodstockers,,Obama,7.5,Yes,No,,"Not sure",Yes,Yes,No,,Yes,Yes,Obama,Democratic,"Not sure",Obama,"Not sure",Democratic,"About once a week",Yes,Yes,No/NS
"Eight years old, sharing a bedroom with my brother and sister, and ""waking up"" to aliens in the room attempting to kidnap us.",23,"Dream Text: Worst Nightmare",2010-08-03T05:14:14+00:00,zogby_052110:34000,"2010 Demographic Survey",Male,Yes,25-34,30-44,12092,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Libert,8,Catholic,,Married,Married,31.00,Yes,No,Weekly,"Somewhat important",Yes,"New York","353,251","White Ind","Married Male","84,672",Total,Yes,No,2,"Very likely",Libert,Yes,22,23,"First Globals",No,McCain,6.5,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,McCain,Libertarian,"Almost every morning or more often",McCain,"Less than once a month",Independent,"Less than once a month",Yes,Yes,No/NS
"It was during a rain storm when i was around 10 years old.I had a dream i was being chased by the devil, he never caught me but i woke totally exhausted and sweating.",34,"Dream Text: Worst Nightmare",2010-08-03T05:16:02+00:00,zogby_052110:47291,"2010 Demographic Survey",Male,No,35-49,45-64,49337,"Low-middle income",$35-50K,White,"High School Degree",HSGrad,White,Midwest,"No College Degree",1,VCons,8,Protestant,Yes,Married,Married,45.00,Yes,No,Rarely,"Somewhat important",No/NS,Michigan,"1,174,967","White Rep","Married Male","23,959",Total,No,No,1,"Very likely",Conservative,No,23,23,Nikes,,McCain,7,No,No,,,No,No,No,,No,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,"Less than once a month",No,Yes,No/NS
"I was trying to get someone to hear me when I was hurt. No one would listen. I was just behind a fence or large bush, but no one found me. I could not speak loud enough. I was helpless.",40,"Dream Text: Worst Nightmare",2010-08-03T05:14:48+00:00,zogby_052110:38225,"2010 Demographic Survey",Female,No,50-64,45-64,8844,"Low-middle income",$35-50K,White,"Some College",SomeCol,White,Northeast,"No College Degree",1,Lib,3,Other/None,,Married,Married,54.00,Yes,No,Never,"Not Important",Yes,"New Jersey","1,195,267","White Dem","Married Female","24,098",Total,Yes,Yes,4,"Very likely",Liberal,No,23,23,Woodstockers,Yes,Obama,6,"Not sure",No,,,Yes,No,No,Yes,No,Yes,Obama,Democratic,"Almost every morning or more often",Obama,"Almost every morning",Democratic,"About once a week",No,Yes,No/NS
"not being able to move or scream or wake up from the dream although I feel like I am fully awake and aware of what is going on.",28,"Dream Text: Worst Nightmare",2010-08-03T05:12:12+00:00,zogby_052110:10139,"2010 Demographic Survey",Female,Yes,35-49,30-44,33165,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,South,"College Degree+",2,Mod,5,Catholic,,Married,Married,39.00,Yes,No,Never,"Not Important",Yes,Florida,"967,676","Hisp Dem","Married Female","24,441",Total,No,Yes,7,"Very likely",Moderate,Yes,23,23,Nikes,Yes,Obama,6,Yes,Yes,No,"Not sure",Yes,Yes,Yes,,Yes,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,Yes,Yes
"Army experiences while in Germany before Viet Nam 1964-1966 peacetime Army",12,"Dream Text: Worst Nightmare",2010-08-03T05:15:39+00:00,zogby_052110:44423,"2010 Demographic Survey",Male,No,65+,65+,48185,"Upper-middle income",$75-100K,White,"Some College",SomeCol,White,Midwest,"No College Degree",1,Cons,8,Protestant,No/NS,Married,Married,69.00,Yes,No,Weekly,"Somewhat important",Yes,Michigan,"931,339","White Rep","Married Male","24,871",Total,No,No,3,"Very likely",Conservative,No,23,23,Privates,No,McCain,8.5,No,No,,,Yes,No,No,No,No,Yes,McCain,Republican,"Several times a week",McCain,"Less than once a month",Republican,"Less than once a month",No,No,No/NS
"Being A combat infantryman WW II Vet. I have dozens of reliving experiences combat incidents occuring periodically. None of the particulars can be recaslled at this sitting so I can't cronical any particulars.",33,"Dream Text: Worst Nightmare",2010-08-03T05:16:05+00:00,zogby_052110:47927,"2010 Demographic Survey",Male,No,65+,65+,21601,"Middle income",$50-75K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Cons,6,Other/None,,Married,Married,87.00,Yes,No,Holidays,"Somewhat important",Yes,Maryland,"1,108,159","White Rep","Married Male","25,036",Total,Yes,No,3,"Very likely",Conservative,No,23,23,"Pre 1926",,McCain,6.5,Yes,No,,No,No,"Not sure","Not sure",,No,Yes,McCain,Republican,"1 to 3 times a month",McCain,"Less than once a month",Republican,Never,No,No,No/NS
"being chased by monsters in dreams when I was young",10,"Dream Text: Worst Nightmare",2010-08-03T05:13:07+00:00,zogby_052110:26075,"2010 Demographic Survey",Male,Yes,50-64,45-64,78730,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,South,"College Degree+",1,Prog,"Extremely liberal",Other/None,,D/W/S,Divorced/separated,0.09,No,No,1-2/Mo,"Not Important",Yes,Texas,"920,447","White Ind","Other Male","25,740",Total,No,Yes,7,"Very likely",Liberal,Yes,23,23,Woodstockers,,Obama,6,Yes,No,,Yes,Yes,"Not sure",Yes,No,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Once a week",Obama,"Less than once a month",Independent,Never,Yes,Yes,No/NS
